id,text,label
er_afd1003fbc5e,"Brilliant people, incredible process and collaboration It is hard to find more stimulating and challenging work, and the opportunity to work with some of the smartest people on the planet was a great privilege. There is a reason that this company has been involved with so many massively important programs and initiatives for the most successful companies all over the world. Success at McKinsey historically means a TON of travel. This can be ok for a while, but it can take over your life. Perhaps post-COVID there will be more opportunities to engage with clients remotely.",not_remote
er_ef2c3a9dc736,Managing director Being a boss in the finance world No cons exist when your a boss,not_mentioned
er_76bf5232d3c1,"Working with Capita Convenient office location, nice office infrastructure Toxic work environment, poor management",not_remote
er_879a5b24370a,"Fun Great teams, good healthcare and wellbeing services Poor management and too much chatter",not_mentioned
er_a87344528fc3,"Developer Great place to work
Great people
Great benefits like work from home or anywhere I dont see any cons, but canteen can improve the quality of the free meals",remote
er_3c524ce6d49d,"There are many differences between corporate owned and franchise owned locations. A free meal when you work is certainly a perk.  Great work experience for moving up into management positions. The differences between franchise and corporate locations leads to very dissatisfied, sometimes angry customers.  Usually regarding the cost in food and special promotions.  Not very flexible in schedule when you are a parent or high school student.",not_mentioned
er_fb9b2b27239a,"Great company nice place to work, employee friendly the office seems  too crowded",not_remote
er_d6433a13739d,Opportunity to learn Great opportunity to learn as a fresh grad there can be office politics sometimes,not_mentioned
er_528b7b7daae4,"Good place to work Interest on the good way it's the employees are treated, by anyone. Amazing social environment, and incredible amount of tools and opportunities to develop knowledge. Payment system is not updated if it's started low.",not_mentioned
er_eb38e28182b3,"bloomberg tv free snacks, cool office, great benefits too many managers, too many people running the place.",not_remote
er_859c2115b503,"Disappointed Got good Learning opportunity
Flexibility in terms of laptop usage Office Politics
Too much Competitiveness amongst the team",not_mentioned
er_3e8addb9439b,"behind the big name there are very small people big name, top 4 companies accounting firm with too many accountants, the salary is not good,",not_mentioned
er_aefedd76862d,"A lot to learn from IBM and the chance to work with incredibly experienced people Working environment
trainings
colleagues
technology
profesionalism

This is the place where you can learn from people way more experienced than yourself. Not that many career opportunities to grow
Certifications promised were not delivered due to lack of funds",not_mentioned
er_1f2a8ece02f4,"Retail Culture, Development, Opportunities are available, and great people to work with. Retail hours don't work for families or school. No time off during holiday time otherwise considered black out days.",not_mentioned
er_b11002d28c00,"Great place to work Pretty much everyone I met there was friendly,  welcoming and interesting. Commute may be a bit hectic, but university parking is available.",not_remote
er_647655a78cbd,"Lots to learn, cool office, but overall oppressive environment, crappy code and poor management. Great office building, 
Good salary, benefits, year over year raises and bonuses (on good years),
Company picnic is fun,
Free member access to museums,
If you are in the right group, interesting technology and enough autonomy where you can go crazy and learn a lot.
Relatively flexible hours.  I didn't work too many hours each week (45/50 max), and i showed up at around 9:30/10:00 AM  and left later with nobody really caring (this depends on group, though) -Poor management that was really out of touch with developer needs,

-Reliance on poor proprietary technologies that hamstrung what you were capable of accomplishing,

-Deadlines and project management that would discourage building good software just to ""get it done and released""  Oftentimes this would result in things getting out of control very fast.

-Very poor testing and development environment.  Time was never allotted for testing software, and the development environment was often broken or not a good proxy for the production system.

-A slow but noticeable reduction in quality in benefits.  When I first joined, there was better food in the pantry (healthier), more cultural events, more volunteering events.  That all seemed to go away.

-A severe lack in men's restrooms.  Sometimes you'd have to walk up or down two or three flights to fin a free stall.

-Generally very crowded and cramped work environment.  Everyone sits right on top of each other, and so there is plenty of distraction.  When people get sick, everyone gets sick.  The elevator banks were worse than the 6 train below the building during rush hour.

-Decisions about products are made without much input from the developers, managers and business people were in a world of their own, and developers are treated as contractors when it comes to their influence over products.",not_remote
er_999a4f3fddb2,"overall- back office role Great learning programs if you are a recent graduate and your first job.
Good work environment to start.
Very professional work ethic.
Pay is very good depending you work. Depending on the group you are in , it can get very demanding.
Many of the older senior management have left and culture has changed. Hope this has improved since i left :)",not_mentioned
er_c24cba3deb8a,"Good company but learn to treasure your people Great health care benefits for you and your family, respectful of work life balance, flexible work from home policy, market leading maternity benefits Lots of restructuring, lack of job stability. Sales people need to learn to respect other functions.",remote
er_a76716c5fab6,"Cool stack Very nice IT tech stack, good code quality No fully remote positions, static career progresses",not_remote
er_2016214d5cbf,"Great Place to work Very good Benefits,Year End Bonus is awesome,Cutting edge technology,Great Learning opportunities,Collaborative Environment, WFH flexibility, Work life balance is very good. Higher management is failing to understand ground realities due to excessive middle management, More Favoritism in promotions, Tough to recognize the real talents.",remote
er_36af888fd36e,"Service Delivery Manager Developing Teams, new challenges everyday No office culture and employee engagement",not_mentioned
er_e5c869ff395b,"Getting better Company health insurance
Flexible hours 
Remote working
Strong leadership team Poor management in some areas
Bullying not dealt with well
Lack of female representation in leadership team",remote
er_d2f72d53b8cf,"The bigger you are, the harder you fall The people, flexible working, the brand. Great if you're just starting your consulting career or for a limited period as an experienced hire, but limited benefit to sticking around. Zero culture, no sense of team, limited opportunity to network / socialise with wider team. Constantly renaming teams / reorganising. Hard to navigate the huge pool of information. Outdated, monolithic, performance review process, especially for those in the middle bands (8 and 9). V top heavy, organisational structure. Definitely all about who you know, not what you know. Benefits plan is a joke. Prime example Pru Vitality not even delivering the most basic of perks automatically included in the lowest tier of cover. IBM have negotiated these out to make it cheaper for the company.",not_mentioned
er_70440aa0baad,Senior Analyst Fixed timinga. Good for Chennai localites No growth. No onsite.  No transparency,not_remote
er_8f3cbc340011,"Vindictive Company, Sloppy Management, Average Salaries, Awful Training, Good Bonus, Terrible Hours -name recognition will help you get hired somewhere else
-paychecks are timely
-annual bonus -9 hour days plus 3 hours WFH for 6 months
-9 hour days plus 5 hours WFH for 6 AE months
-low-ball salaries for high expectations translates to $12 an hour in real earnings
-if management likes you, then you can do no wrong, and other people will be required do your work for you
-if management doesn't like you, they resort to dirty tricks to get to quit, do someone else's work, or finish work that is beyond normal capacity, e.g. employee asked to reschedule their wedding because it conflicts with AE season
-no training program, no trainers, no mentors, no classroom training, no book training, just SQL labs
-salaries are average, not commensurate with excessive hours and demands
-no real assistance with work other than Sharepoint documents and job-aids, new hires are lost
-BAs and Developers average 2 years max before turning over, constant influx of new people in skill positions, people stay to get their bonus and then an annual mass exodus occurs in the Spring
-division has been around for 20 years, product has been around for 15, but less than 20% of team members have more than 4 years of experience, this kind of turnover has been going on since 1996
-2nd reorganization in 3 years, translation, management is lost
-corporate HR group blocks unemployment claims for separated employees
-corporate HR group won't verify your employment to other employers in the future, if you fight and win unemployment claims
-coprorate HR group won't release your employment records, just because they can
-company treats you like they are doing you a favor if you to give up your life for them
-management gives you 60 hours of work and you get in trouble if it takes you more than 40 to do it, management won't accept that their demands are unrealistic
-work demands will kill any social, family, church or outside life you have or want to have
-frequent travel in the winter AE months
-experienced employees hide knowledge and skills and don't train others out of fear of being replaced, key skill sets and experience hidden from majority of employees, they never get to an advanced level
-TAS division leadership at the top are genuine, but middle management is filled with technical people who have terrible personal skills
-technical leaders don't know how to lead
-HR managers are called TMs and are usually 25 year olds who repeatedly lose employees, yet get promoted for it
-WTW is a company for actuaries that specialize in retirement and pension benefits, the TAS division is a boutique IT group that has turned into a cash cow
-BAs are cash registers, sent to become billable to clients ASAP, e.g. new BA who is new to benefits made Calc BA for two clients that both require frequent travel and have AE seasons and overlapping deadlines 
-division is desperate to find people who can handle the workload, stress and poor technical management",not_remote
er_b16ab8350e71,"Strategic Partnership Manager What I like the most in the company is it is data-driven. Every decision is made on analyzing data set. There is an ocean of data you can access, learn and play with.
The second thing is the working environment in which colleagues are very helpful and friendly. They are willing to support me and give advice or instruction. 
Last but not least, fancy office in central location and free food every day, either lunch or snacks. Many activities and frequent travel with high budget for food and hotels. 
Many opportunities to learn and grow. As long as you keep an eye on the opportunities and willing to try. For Strategic partnerships, maybe the new product adaption is quite slow.",not_remote
er_a174ab798042,"IT Good salary, and some great knowledgeable people (but you have to seek them out). Good life work balance. Lack of long term strategy planning. Lots of utterly clueless people in positions of power. Old boys network is alive and well. Lots of office politics. Bullying culture.",not_mentioned
er_012955184c1e,"FRV store assistant Competitive pay for a store assistant role especially considering the annual bonus, which for me was 18%. A nicer supermarket than most, eased into my role and given increased responsibilities as I improved in my role. Good benefit system including large discount at john lewis Trying to hold the part time job whilst doing A-levels was demanding due to overtime requests.",not_mentioned
er_96e33513292a,"IBM flexible , work from home option no growth and salary raise",remote
er_001ab52afb0c,"Good Interesting clients, good job experience to move to different company Not as flexible as BIG4 (e.g. work from home)",not_remote
er_237e5c38b27a,Comfortable employee wellness benefits; new and comfortable office design; great people; good location open-concept office; 9 to 5 hours,not_remote
er_95a65138a099,"Good experience, fast-paced environment, good people Good experience, great people, contact with different sectors, fast-paced environment. Loved to change teams every month or so. The company structure is amazing as it offers really good support in and out of the office. Extra-hours and extra working shifts not calculated in a proper way. Sometimes you receive less hours than you actually worked. Could get very competitive. Focus on working long hours (means) and not on the outcome itself.",not_mentioned
er_2488a20d5f5f,"glad I was here, glad I'm gone Some very talented and helpful people on the team. Generous pension, good benefits. Recently upgraded IT systems. Option to occasionally work from home. No micro-management - not necessarily a good thing when trying to learn the ropes, but a great environment to develop, learn new skills and carve out your own niche within the firm. Hard work and achievement are recognised and praised.  (However, recognition may not translate into career progression if you're not bringing in big £££.) The right person could go far here, but a lot comes down to personality. Old-fashioned chivalry! Women always enter and exit the lifts first :) Every department has to justify its existence, with success measured in fees earned - including for work done internally, which creates a barrier to collaboration. Hot-desking on tiny desks, outsourced IT, extremely limited facilities for employees (no kitchen or dining facilities to speak of) - I often felt like a cog in the machine. A lot of processes are rather ad hoc, with very little standardisation (despite efforts by some team members!). No real sense of direction. Strategic hires of high-level personnel, but little concern for lower-down, back-office staff. While many people on the team are extremely talented and committed, some are not - and unfortunately a half-assed approach is tolerated when accompanied by the right personality.",not_remote
er_9ef0175e060b,Good Good work culture and good pay No work life balance.more work,not_mentioned
er_21341553a861,"Great company to work for! - awesome benefits
- generous compensation
- very smart people - large company, so can be political
- promotion committees are really tough - like getting a PhD",not_mentioned
er_ddf3e700ecd7,excellent excellent food and service to the customers i have worked in mcd as a crew member and the family is supportive,not_mentioned
er_96cae19a2223,Sales Intern Friendly mentors and office atmosphere There really aren't any in my eyes,not_remote
er_0099fa446aa3,"Nice place to start Nive environment,  stunning facilities As City, York does not have many options",not_mentioned
er_8f3634e559c6,"Great place Good pay, commission, free sky, discounted sky for friends and family Pretty good company to work for",not_mentioned
